id,level,task_type,question,serialized_table,prompt,answer,operation,evidence_json,metadata_json,table_json
A-L5-0057,5,confusion_matrix_metric,"Using the confusion-matrix counts, calculate Vertex's Recall.","| Model | FN | TP | FP | TN |
| --- | --- | --- | --- | --- |
| Nimbus | 143 | 321 | 110 | 198 |
| Vertex | 28 | 150 | 134 | 219 |
| Sigma | 148 | 302 | 97 | 184 |
| Pulse | 8 | 369 | 19 | 272 |
| Helix | 59 | 189 | 69 | 304 |
| Aurora | 62 | 78 | 25 | 137 |
| Zenith | 145 | 329 | 107 | 62 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Model | FN | TP | FP | TN |
| --- | --- | --- | --- | --- |
| Nimbus | 143 | 321 | 110 | 198 |
| Vertex | 28 | 150 | 134 | 219 |
| Sigma | 148 | 302 | 97 | 184 |
| Pulse | 8 | 369 | 19 | 272 |
| Helix | 59 | 189 | 69 | 304 |
| Aurora | 62 | 78 | 25 | 137 |
| Zenith | 145 | 329 | 107 | 62 |

Question: Using the confusion-matrix counts, calculate Vertex's Recall.",0.8427,recall,"{""target_row"": ""Vertex"", ""TP"": 150, ""FP"": 134, ""FN"": 28, ""TN"": 219}","{""metric"": ""Recall"", ""answer_digits"": 4}","{""headers"": [""Model"", ""FN"", ""TP"", ""FP"", ""TN""], ""rows"": [[""Nimbus"", 143, 321, 110, 198], [""Vertex"", 28, 150, 134, 219], [""Sigma"", 148, 302, 97, 184], [""Pulse"", 8, 369, 19, 272], [""Helix"", 59, 189, 69, 304], [""Aurora"", 62, 78, 25, 137], [""Zenith"", 145, 329, 107, 62]]}"
A-L5-0058,5,confusion_matrix_metric,"According to the table, compute the F1 score of model Sigma.","| TP | TN | Model | FP | FN |
| --- | --- | --- | --- | --- |
| 78 | 241 | Zenith | 59 | 16 |
| 188 | 334 | Sigma | 26 | 6 |
| 346 | 126 | Helix | 145 | 79 |
| 110 | 303 | Nimbus | 26 | 90 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TP | TN | Model | FP | FN |
| --- | --- | --- | --- | --- |
| 78 | 241 | Zenith | 59 | 16 |
| 188 | 334 | Sigma | 26 | 6 |
| 346 | 126 | Helix | 145 | 79 |
| 110 | 303 | Nimbus | 26 | 90 |

Question: According to the table, compute the F1 score of model Sigma.",0.9216,f1_score,"{""target_row"": ""Sigma"", ""TP"": 188, ""FP"": 26, ""FN"": 6, ""TN"": 334}","{""metric"": ""F1 score"", ""answer_digits"": 4}","{""headers"": [""TP"", ""TN"", ""Model"", ""FP"", ""FN""], ""rows"": [[78, 241, ""Zenith"", 59, 16], [188, 334, ""Sigma"", 26, 6], [346, 126, ""Helix"", 145, 79], [110, 303, ""Nimbus"", 26, 90]]}"
A-L5-0059,5,bayes_posterior,"For Group-G, compute the posterior probability of having the condition after a positive test.","| Population | False positive rate | Sensitivity | Prevalence |
| --- | --- | --- | --- |
| Group-B | 7.09% | 73.36% | 11.21% |
| Group-G | 25.41% | 64.22% | 26.93% |
| Group-C | 11.98% | 85.60% | 22.37% |
| Group-K | 27.09% | 83.59% | 35.43% |
| Group-I | 27.91% | 79.05% | 10.54% |
| Group-E | 23.86% | 77.15% | 41.28% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Population | False positive rate | Sensitivity | Prevalence |
| --- | --- | --- | --- |
| Group-B | 7.09% | 73.36% | 11.21% |
| Group-G | 25.41% | 64.22% | 26.93% |
| Group-C | 11.98% | 85.60% | 22.37% |
| Group-K | 27.09% | 83.59% | 35.43% |
| Group-I | 27.91% | 79.05% | 10.54% |
| Group-E | 23.86% | 77.15% | 41.28% |

Question: For Group-G, compute the posterior probability of having the condition after a positive test.",48.22%,bayes_rule,"{""target_row"": ""Group-G"", ""prevalence"": 0.26925674024577306, ""sensitivity"": 0.6421941509236307, ""false_positive_rate"": 0.25405739878411643}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""Population"", ""False positive rate"", ""Sensitivity"", ""Prevalence""], ""rows"": [[""Group-B"", ""7.09%"", ""73.36%"", ""11.21%""], [""Group-G"", ""25.41%"", ""64.22%"", ""26.93%""], [""Group-C"", ""11.98%"", ""85.60%"", ""22.37%""], [""Group-K"", ""27.09%"", ""83.59%"", ""35.43%""], [""Group-I"", ""27.91%"", ""79.05%"", ""10.54%""], [""Group-E"", ""23.86%"", ""77.15%"", ""41.28%""]]}"
A-L5-0060,5,confusion_matrix_metric,What is the Accuracy for Nova?,"| TN | FN | TP | Model | FP |
| --- | --- | --- | --- | --- |
| 466 | 84 | 172 | Zenith | 84 |
| 356 | 97 | 170 | Nova | 74 |
| 440 | 77 | 142 | Quartz | 132 |
| 428 | 21 | 105 | Sigma | 53 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TN | FN | TP | Model | FP |
| --- | --- | --- | --- | --- |
| 466 | 84 | 172 | Zenith | 84 |
| 356 | 97 | 170 | Nova | 74 |
| 440 | 77 | 142 | Quartz | 132 |
| 428 | 21 | 105 | Sigma | 53 |

Question: What is the Accuracy for Nova?",0.7547,accuracy,"{""target_row"": ""Nova"", ""TP"": 170, ""FP"": 74, ""FN"": 97, ""TN"": 356}","{""metric"": ""Accuracy"", ""answer_digits"": 4}","{""headers"": [""TN"", ""FN"", ""TP"", ""Model"", ""FP""], ""rows"": [[466, 84, 172, ""Zenith"", 84], [356, 97, 170, ""Nova"", 74], [440, 77, 142, ""Quartz"", 132], [428, 21, 105, ""Sigma"", 53]]}"
A-L5-0061,5,missing_value_from_average,The Test 1 score for Lena is missing. What value belongs there?,"| Test 4 | Average | Test 2 | Test 3 | Student | Test 1 |
| --- | --- | --- | --- | --- | --- |
| 43 | 65.75 | 82 | 57 | Oliver | 81 |
| 79 | 84.00 | 89 | 69 | Lena | ? |
| 96 | 72.75 | 41 | 87 | Leo | 67 |
| 55 | 51.75 | 54 | 53 | Iris | 45 |
| 97 | 88.00 | 87 | 94 | Yuna | 74 |
| 75 | 65.25 | 82 | 46 | Noah | 58 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Test 4 | Average | Test 2 | Test 3 | Student | Test 1 |
| --- | --- | --- | --- | --- | --- |
| 43 | 65.75 | 82 | 57 | Oliver | 81 |
| 79 | 84.00 | 89 | 69 | Lena | ? |
| 96 | 72.75 | 41 | 87 | Leo | 67 |
| 55 | 51.75 | 54 | 53 | Iris | 45 |
| 97 | 88.00 | 87 | 94 | Yuna | 74 |
| 75 | 65.25 | 82 | 46 | Noah | 58 |

Question: The Test 1 score for Lena is missing. What value belongs there?",99,recover_from_average,"{""target_row"": ""Lena"", ""missing_column"": ""Test 1"", ""known_average"": 84.0, ""visible_scores"": {""Test 2"": 89, ""Test 3"": 69, ""Test 4"": 79}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Test 4"", ""Average"", ""Test 2"", ""Test 3"", ""Student"", ""Test 1""], ""rows"": [[43, ""65.75"", 82, 57, ""Oliver"", 81], [79, ""84.00"", 89, 69, ""Lena"", ""?""], [96, ""72.75"", 41, 87, ""Leo"", 67], [55, ""51.75"", 54, 53, ""Iris"", 45], [97, ""88.00"", 87, 94, ""Yuna"", 74], [75, ""65.25"", 82, 46, ""Noah"", 58]]}"
A-L5-0062,5,bayes_posterior,"For Group-B, what is the probability that a person actually has the condition given a positive test?","| Prevalence | Population | False positive rate | Sensitivity |
| --- | --- | --- | --- |
| 6.91% | Group-C | 7.85% | 74.83% |
| 29.20% | Group-K | 8.34% | 70.60% |
| 30.74% | Group-J | 1.33% | 60.47% |
| 21.61% | Group-L | 9.96% | 82.71% |
| 32.50% | Group-B | 10.67% | 61.05% |
| 12.21% | Group-I | 21.07% | 70.89% |
| 7.69% | Group-F | 22.01% | 70.37% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Prevalence | Population | False positive rate | Sensitivity |
| --- | --- | --- | --- |
| 6.91% | Group-C | 7.85% | 74.83% |
| 29.20% | Group-K | 8.34% | 70.60% |
| 30.74% | Group-J | 1.33% | 60.47% |
| 21.61% | Group-L | 9.96% | 82.71% |
| 32.50% | Group-B | 10.67% | 61.05% |
| 12.21% | Group-I | 21.07% | 70.89% |
| 7.69% | Group-F | 22.01% | 70.37% |

Question: For Group-B, what is the probability that a person actually has the condition given a positive test?",73.37%,bayes_rule,"{""target_row"": ""Group-B"", ""prevalence"": 0.3249551185913929, ""sensitivity"": 0.6105258128162064, ""false_positive_rate"": 0.10668514088169562}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""Prevalence"", ""Population"", ""False positive rate"", ""Sensitivity""], ""rows"": [[""6.91%"", ""Group-C"", ""7.85%"", ""74.83%""], [""29.20%"", ""Group-K"", ""8.34%"", ""70.60%""], [""30.74%"", ""Group-J"", ""1.33%"", ""60.47%""], [""21.61%"", ""Group-L"", ""9.96%"", ""82.71%""], [""32.50%"", ""Group-B"", ""10.67%"", ""61.05%""], [""12.21%"", ""Group-I"", ""21.07%"", ""70.89%""], [""7.69%"", ""Group-F"", ""22.01%"", ""70.37%""]]}"
A-L5-0063,5,missing_value_from_average,What is the missing Test 4 score for Alex?,"| Average | Test 1 | Test 3 | Student | Test 4 | Test 2 |
| --- | --- | --- | --- | --- | --- |
| 68.75 | 77 | 70 | Julia | 66 | 62 |
| 73.00 | 55 | 76 | Sam | 82 | 79 |
| 75.00 | 93 | 93 | Ethan | 54 | 60 |
| 76.25 | 99 | 52 | David | 78 | 76 |
| 73.25 | 94 | 62 | Iris | 57 | 80 |
| 81.00 | 93 | 80 | Lucas | 83 | 68 |
| 64.50 | 49 | 61 | Alex | ? | 65 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Average | Test 1 | Test 3 | Student | Test 4 | Test 2 |
| --- | --- | --- | --- | --- | --- |
| 68.75 | 77 | 70 | Julia | 66 | 62 |
| 73.00 | 55 | 76 | Sam | 82 | 79 |
| 75.00 | 93 | 93 | Ethan | 54 | 60 |
| 76.25 | 99 | 52 | David | 78 | 76 |
| 73.25 | 94 | 62 | Iris | 57 | 80 |
| 81.00 | 93 | 80 | Lucas | 83 | 68 |
| 64.50 | 49 | 61 | Alex | ? | 65 |

Question: What is the missing Test 4 score for Alex?",83,recover_from_average,"{""target_row"": ""Alex"", ""missing_column"": ""Test 4"", ""known_average"": 64.5, ""visible_scores"": {""Test 1"": 49, ""Test 2"": 65, ""Test 3"": 61}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Average"", ""Test 1"", ""Test 3"", ""Student"", ""Test 4"", ""Test 2""], ""rows"": [[""68.75"", 77, 70, ""Julia"", 66, 62], [""73.00"", 55, 76, ""Sam"", 82, 79], [""75.00"", 93, 93, ""Ethan"", 54, 60], [""76.25"", 99, 52, ""David"", 78, 76], [""73.25"", 94, 62, ""Iris"", 57, 80], [""81.00"", 93, 80, ""Lucas"", 83, 68], [""64.50"", 49, 61, ""Alex"", ""?"", 65]]}"
A-L5-0064,5,missing_value_from_average,What is the missing Test 2 score for Yuna?,"| Test 3 | Average | Test 2 | Student | Test 4 | Test 1 |
| --- | --- | --- | --- | --- | --- |
| 92 | 77.00 | 83 | Sam | 61 | 72 |
| 86 | 79.00 | 84 | Oliver | 86 | 60 |
| 69 | 70.25 | 77 | Daniel | 92 | 43 |
| 94 | 80.50 | 95 | Ethan | 48 | 85 |
| 53 | 68.50 | 62 | David | 59 | 100 |
| 53 | 74.75 | ? | Yuna | 93 | 68 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Test 3 | Average | Test 2 | Student | Test 4 | Test 1 |
| --- | --- | --- | --- | --- | --- |
| 92 | 77.00 | 83 | Sam | 61 | 72 |
| 86 | 79.00 | 84 | Oliver | 86 | 60 |
| 69 | 70.25 | 77 | Daniel | 92 | 43 |
| 94 | 80.50 | 95 | Ethan | 48 | 85 |
| 53 | 68.50 | 62 | David | 59 | 100 |
| 53 | 74.75 | ? | Yuna | 93 | 68 |

Question: What is the missing Test 2 score for Yuna?",85,recover_from_average,"{""target_row"": ""Yuna"", ""missing_column"": ""Test 2"", ""known_average"": 74.75, ""visible_scores"": {""Test 1"": 68, ""Test 3"": 53, ""Test 4"": 93}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Test 3"", ""Average"", ""Test 2"", ""Student"", ""Test 4"", ""Test 1""], ""rows"": [[92, ""77.00"", 83, ""Sam"", 61, 72], [86, ""79.00"", 84, ""Oliver"", 86, 60], [69, ""70.25"", 77, ""Daniel"", 92, 43], [94, ""80.50"", 95, ""Ethan"", 48, 85], [53, ""68.50"", 62, ""David"", 59, 100], [53, ""74.75"", ""?"", ""Yuna"", 93, 68]]}"
A-L5-0065,5,missing_value_from_total,The Part B entry for Sample-G is missing. What should it be?,"| Part B | Total | Part A | Part C | Part D | Sample |
| --- | --- | --- | --- | --- | --- |
| 68 | 406 | 120 | 111 | 107 | Sample-F |
| 89 | 312 | 24 | 113 | 86 | Sample-I |
| ? | 291 | 117 | 31 | 99 | Sample-G |
| 18 | 258 | 64 | 59 | 117 | Sample-H |
| 12 | 94 | 31 | 33 | 18 | Sample-L |
| 69 | 305 | 100 | 73 | 63 | Sample-J |
| 88 | 227 | 103 | 22 | 14 | Sample-C |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Part B | Total | Part A | Part C | Part D | Sample |
| --- | --- | --- | --- | --- | --- |
| 68 | 406 | 120 | 111 | 107 | Sample-F |
| 89 | 312 | 24 | 113 | 86 | Sample-I |
| ? | 291 | 117 | 31 | 99 | Sample-G |
| 18 | 258 | 64 | 59 | 117 | Sample-H |
| 12 | 94 | 31 | 33 | 18 | Sample-L |
| 69 | 305 | 100 | 73 | 63 | Sample-J |
| 88 | 227 | 103 | 22 | 14 | Sample-C |

Question: The Part B entry for Sample-G is missing. What should it be?",44,recover_from_total,"{""target_row"": ""Sample-G"", ""missing_column"": ""Part B"", ""known_total"": 291, ""visible_components"": {""Part A"": 117, ""Part C"": 31, ""Part D"": 99}}","{""component_columns"": [""Part A"", ""Part B"", ""Part C"", ""Part D""]}","{""headers"": [""Part B"", ""Total"", ""Part A"", ""Part C"", ""Part D"", ""Sample""], ""rows"": [[68, 406, 120, 111, 107, ""Sample-F""], [89, 312, 24, 113, 86, ""Sample-I""], [""?"", 291, 117, 31, 99, ""Sample-G""], [18, 258, 64, 59, 117, ""Sample-H""], [12, 94, 31, 33, 18, ""Sample-L""], [69, 305, 100, 73, 63, ""Sample-J""], [88, 227, 103, 22, 14, ""Sample-C""]]}"
A-L5-0066,5,confusion_matrix_metric,What is the Recall for Quartz?,"| TP | FP | TN | FN | Model |
| --- | --- | --- | --- | --- |
| 370 | 9 | 283 | 116 | Aurora |
| 385 | 85 | 343 | 34 | Echo |
| 162 | 134 | 169 | 133 | Delta |
| 253 | 133 | 231 | 5 | Nova |
| 170 | 117 | 264 | 52 | Quartz |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TP | FP | TN | FN | Model |
| --- | --- | --- | --- | --- |
| 370 | 9 | 283 | 116 | Aurora |
| 385 | 85 | 343 | 34 | Echo |
| 162 | 134 | 169 | 133 | Delta |
| 253 | 133 | 231 | 5 | Nova |
| 170 | 117 | 264 | 52 | Quartz |

Question: What is the Recall for Quartz?",0.7658,recall,"{""target_row"": ""Quartz"", ""TP"": 170, ""FP"": 117, ""FN"": 52, ""TN"": 264}","{""metric"": ""Recall"", ""answer_digits"": 4}","{""headers"": [""TP"", ""FP"", ""TN"", ""FN"", ""Model""], ""rows"": [[370, 9, 283, 116, ""Aurora""], [385, 85, 343, 34, ""Echo""], [162, 134, 169, 133, ""Delta""], [253, 133, 231, 5, ""Nova""], [170, 117, 264, 52, ""Quartz""]]}"
A-L5-0067,5,missing_value_from_average,What is the missing Test 3 score for Maya?,"| Student | Test 4 | Test 2 | Test 1 | Test 3 | Average |
| --- | --- | --- | --- | --- | --- |
| Leo | 71 | 49 | 50 | 75 | 61.25 |
| Chris | 50 | 79 | 79 | 64 | 68.00 |
| Maya | 73 | 75 | 97 | ? | 81.50 |
| Hana | 92 | 73 | 63 | 77 | 76.25 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Student | Test 4 | Test 2 | Test 1 | Test 3 | Average |
| --- | --- | --- | --- | --- | --- |
| Leo | 71 | 49 | 50 | 75 | 61.25 |
| Chris | 50 | 79 | 79 | 64 | 68.00 |
| Maya | 73 | 75 | 97 | ? | 81.50 |
| Hana | 92 | 73 | 63 | 77 | 76.25 |

Question: What is the missing Test 3 score for Maya?",81,recover_from_average,"{""target_row"": ""Maya"", ""missing_column"": ""Test 3"", ""known_average"": 81.5, ""visible_scores"": {""Test 1"": 97, ""Test 2"": 75, ""Test 4"": 73}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Student"", ""Test 4"", ""Test 2"", ""Test 1"", ""Test 3"", ""Average""], ""rows"": [[""Leo"", 71, 49, 50, 75, ""61.25""], [""Chris"", 50, 79, 79, 64, ""68.00""], [""Maya"", 73, 75, 97, ""?"", ""81.50""], [""Hana"", 92, 73, 63, 77, ""76.25""]]}"
A-L5-0068,5,physics_derived_quantity,"According to the table, what is the momentum for Iris?","| Person | Speed | Altitude | Elapsed time | Mass |
| --- | --- | --- | --- | --- |
| Hana | 51.6 m/s | 6940 m | 89.3 s | 80 kg |
| Iris | 12.6 m/s | 7398 m | 8.7 s | 78 kg |
| Theo | 79.0 m/s | 1422 m | 107.6 s | 70 kg |
| Sofia | 17.6 m/s | 4546 m | 16.9 s | 52 kg |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Person | Speed | Altitude | Elapsed time | Mass |
| --- | --- | --- | --- | --- |
| Hana | 51.6 m/s | 6940 m | 89.3 s | 80 kg |
| Iris | 12.6 m/s | 7398 m | 8.7 s | 78 kg |
| Theo | 79.0 m/s | 1422 m | 107.6 s | 70 kg |
| Sofia | 17.6 m/s | 4546 m | 16.9 s | 52 kg |

Question: According to the table, what is the momentum for Iris?",982.80 kg·m/s,momentum,"{""target_row"": ""Iris"", ""mass_kg"": 78, ""speed_m_s"": 12.6}","{""quantity"": ""Momentum"", ""answer_digits"": 2}","{""headers"": [""Person"", ""Speed"", ""Altitude"", ""Elapsed time"", ""Mass""], ""rows"": [[""Hana"", ""51.6 m/s"", ""6940 m"", ""89.3 s"", ""80 kg""], [""Iris"", ""12.6 m/s"", ""7398 m"", ""8.7 s"", ""78 kg""], [""Theo"", ""79.0 m/s"", ""1422 m"", ""107.6 s"", ""70 kg""], [""Sofia"", ""17.6 m/s"", ""4546 m"", ""16.9 s"", ""52 kg""]]}"
A-L5-0069,5,missing_value_from_total,What value is missing for Sample-F in Part A?,"| Sample | Part A | Part B | Part D | Part C | Total |
| --- | --- | --- | --- | --- | --- |
| Sample-G | 16 | 11 | 21 | 109 | 157 |
| Sample-C | 35 | 109 | 84 | 98 | 326 |
| Sample-F | ? | 81 | 54 | 39 | 281 |
| Sample-E | 49 | 70 | 80 | 16 | 215 |
| Sample-J | 116 | 76 | 54 | 81 | 327 |
| Sample-B | 61 | 85 | 16 | 61 | 223 |
| Sample-L | 68 | 94 | 26 | 71 | 259 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Sample | Part A | Part B | Part D | Part C | Total |
| --- | --- | --- | --- | --- | --- |
| Sample-G | 16 | 11 | 21 | 109 | 157 |
| Sample-C | 35 | 109 | 84 | 98 | 326 |
| Sample-F | ? | 81 | 54 | 39 | 281 |
| Sample-E | 49 | 70 | 80 | 16 | 215 |
| Sample-J | 116 | 76 | 54 | 81 | 327 |
| Sample-B | 61 | 85 | 16 | 61 | 223 |
| Sample-L | 68 | 94 | 26 | 71 | 259 |

Question: What value is missing for Sample-F in Part A?",107,recover_from_total,"{""target_row"": ""Sample-F"", ""missing_column"": ""Part A"", ""known_total"": 281, ""visible_components"": {""Part B"": 81, ""Part C"": 39, ""Part D"": 54}}","{""component_columns"": [""Part A"", ""Part B"", ""Part C"", ""Part D""]}","{""headers"": [""Sample"", ""Part A"", ""Part B"", ""Part D"", ""Part C"", ""Total""], ""rows"": [[""Sample-G"", 16, 11, 21, 109, 157], [""Sample-C"", 35, 109, 84, 98, 326], [""Sample-F"", ""?"", 81, 54, 39, 281], [""Sample-E"", 49, 70, 80, 16, 215], [""Sample-J"", 116, 76, 54, 81, 327], [""Sample-B"", 61, 85, 16, 61, 223], [""Sample-L"", 68, 94, 26, 71, 259]]}"
A-L5-0070,5,bayes_posterior,"For Group-G, what is the probability that a person actually has the condition given a positive test?","| Sensitivity | False positive rate | Population | Prevalence |
| --- | --- | --- | --- |
| 74.83% | 28.45% | Group-A | 23.20% |
| 70.39% | 2.00% | Group-G | 38.09% |
| 76.51% | 11.21% | Group-F | 5.88% |
| 62.99% | 11.16% | Group-L | 16.94% |
| 92.13% | 25.44% | Group-D | 8.71% |
| 66.29% | 10.04% | Group-H | 26.59% |
| 89.16% | 23.60% | Group-C | 6.09% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Sensitivity | False positive rate | Population | Prevalence |
| --- | --- | --- | --- |
| 74.83% | 28.45% | Group-A | 23.20% |
| 70.39% | 2.00% | Group-G | 38.09% |
| 76.51% | 11.21% | Group-F | 5.88% |
| 62.99% | 11.16% | Group-L | 16.94% |
| 92.13% | 25.44% | Group-D | 8.71% |
| 66.29% | 10.04% | Group-H | 26.59% |
| 89.16% | 23.60% | Group-C | 6.09% |

Question: For Group-G, what is the probability that a person actually has the condition given a positive test?",95.59%,bayes_rule,"{""target_row"": ""Group-G"", ""prevalence"": 0.3808734990743582, ""sensitivity"": 0.7038711617173055, ""false_positive_rate"": 0.019985151229636094}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""Sensitivity"", ""False positive rate"", ""Population"", ""Prevalence""], ""rows"": [[""74.83%"", ""28.45%"", ""Group-A"", ""23.20%""], [""70.39%"", ""2.00%"", ""Group-G"", ""38.09%""], [""76.51%"", ""11.21%"", ""Group-F"", ""5.88%""], [""62.99%"", ""11.16%"", ""Group-L"", ""16.94%""], [""92.13%"", ""25.44%"", ""Group-D"", ""8.71%""], [""66.29%"", ""10.04%"", ""Group-H"", ""26.59%""], [""89.16%"", ""23.60%"", ""Group-C"", ""6.09%""]]}"
A-L5-0071,5,missing_value_from_average,What is the missing Test 3 score for Ryan?,"| Student | Average | Test 3 | Test 1 | Test 4 | Test 2 |
| --- | --- | --- | --- | --- | --- |
| Oliver | 81.25 | 82 | 86 | 61 | 96 |
| Lucas | 68.25 | 81 | 81 | 54 | 57 |
| Ryan | 90.75 | ? | 100 | 97 | 95 |
| Leo | 68.25 | 74 | 53 | 78 | 68 |
| Sofia | 73.50 | 91 | 71 | 62 | 70 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Student | Average | Test 3 | Test 1 | Test 4 | Test 2 |
| --- | --- | --- | --- | --- | --- |
| Oliver | 81.25 | 82 | 86 | 61 | 96 |
| Lucas | 68.25 | 81 | 81 | 54 | 57 |
| Ryan | 90.75 | ? | 100 | 97 | 95 |
| Leo | 68.25 | 74 | 53 | 78 | 68 |
| Sofia | 73.50 | 91 | 71 | 62 | 70 |

Question: What is the missing Test 3 score for Ryan?",71,recover_from_average,"{""target_row"": ""Ryan"", ""missing_column"": ""Test 3"", ""known_average"": 90.75, ""visible_scores"": {""Test 1"": 100, ""Test 2"": 95, ""Test 4"": 97}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Student"", ""Average"", ""Test 3"", ""Test 1"", ""Test 4"", ""Test 2""], ""rows"": [[""Oliver"", ""81.25"", 82, 86, 61, 96], [""Lucas"", ""68.25"", 81, 81, 54, 57], [""Ryan"", ""90.75"", ""?"", 100, 97, 95], [""Leo"", ""68.25"", 74, 53, 78, 68], [""Sofia"", ""73.50"", 91, 71, 62, 70]]}"
